flight_id,airline_name,departure_city,arrival_city,flight_status,passenger_count,flight_duration_hours,ticket_price_usd,delay_minutes,fuel_consumed_tons,scheduled_departure_date,actual_arrival_date
FL-0198,PAL Express,Davao,Singapore,On Time,132,5.12,309.67,45,13.85,2026-02-02 20:00:00,2026-02-02 22:00:00
FL-0199,Philippine Airlines,Cebu,Singapore,On Time,141,3.83,450.55,0,5.92,2026-02-03 00:00:00,2026-02-03 02:00:00
FL-0200,AirAsia,Manila,Singapore,On Time,96,7.42,305.37,0,15.88,2026-02-03 04:00:00,2026-02-03 06:00:00
FL-0201,AirAsia,Clark,Tokyo,On Time,104,1.64,352.32,0,11.77,2026-02-03 08:00:00,2026-02-03 10:00:00
FL-0202,PAL Express,Iloilo,Singapore,On Time,210,3.55,103.68,30,14.47,2026-02-03 12:00:00,2026-02-03 14:00:00
FL-0203,AirAsia,Cebu,Tokyo,On Time,108,1.87,445.86,0,17.26,2026-02-03 16:00:00,2026-02-03 18:00:00
FL-0204,Philippine Airlines,Cebu,Seoul,On Time,196,6.48,430.67,0,22.38,2026-02-03 20:00:00,2026-02-03 22:00:00
FL-0205,PAL Express,Davao,Bangkok,On Time,105,6.06,119.2,30,18.24,2026-02-04 00:00:00,2026-02-04 02:00:00
FL-0206,Philippine Airlines,Davao,Tokyo,On Time,203,3.65,284.13,45,13.68,2026-02-04 04:00:00,2026-02-04 06:00:00
FL-0207,PAL Express,Clark,Seoul,On Time,104,5.89,589.52,45,21.39,2026-02-04 08:00:00,2026-02-04 10:00:00
FL-0208,PAL Express,Clark,Tokyo,Delayed,133,4.07,310.37,0,23.11,2026-02-04 12:00:00,2026-02-04 14:00:00
FL-0209,Cebu Pacific,Manila,Tokyo,On Time,152,6.42,350.97,0,7.4,2026-02-04 16:00:00,2026-02-04 18:00:00
FL-0210,Philippine Airlines,Manila,Bangkok,Delayed,199,4.45,554.97,15,15.64,2026-02-04 20:00:00,2026-02-04 22:00:00
FL-0211,AirAsia,Clark,Hong Kong,Delayed,135,4.18,458.63,15,10.69,2026-02-05 00:00:00,2026-02-05 02:00:00
FL-0212,AirAsia,Clark,Hong Kong,On Time,144,7.58,391.04,0,5.94,2026-02-05 04:00:00,2026-02-05 06:00:00
FL-0213,Philippine Airlines,Iloilo,Tokyo,On Time,172,3.13,498.9,0,18.37,2026-02-05 08:00:00,2026-02-05 10:00:00
FL-0214,AirAsia,Davao,Singapore,On Time,165,2.28,532.18,15,22.26,2026-02-05 12:00:00,2026-02-05 14:00:00
FL-0215,AirAsia,Manila,Seoul,On Time,159,5.3,328.44,15,8.26,2026-02-05 16:00:00,2026-02-05 18:00:00
FL-0216,Philippine Airlines,Davao,Singapore,On Time,187,7.8,337.55,0,21.25,2026-02-05 20:00:00,2026-02-05 22:00:00
FL-0217,PAL Express,Davao,Singapore,On Time,197,3.96,293.03,0,22.07,2026-02-06 00:00:00,2026-02-06 02:00:00
FL-0218,Philippine Airlines,Clark,Tokyo,On Time,162,1.9,583.35,0,23.29,2026-02-06 04:00:00,2026-02-06 06:00:00
FL-0219,PAL Express,Iloilo,Tokyo,Delayed,94,3.71,448.58,0,10.31,2026-02-06 08:00:00,2026-02-06 10:00:00
FL-0220,AirAsia,Cebu,Tokyo,On Time,210,4.79,141.61,0,23.08,2026-02-06 12:00:00,2026-02-06 14:00:00
FL-0221,AirAsia,Iloilo,Tokyo,Delayed,218,2.55,531.48,0,11.41,2026-02-06 16:00:00,2026-02-06 18:00:00
FL-0222,AirAsia,Iloilo,Hong Kong,On Time,109,5.78,340.28,0,16.05,2026-02-06 20:00:00,2026-02-06 22:00:00
FL-0223,Cebu Pacific,Davao,Tokyo,Delayed,136,7.99,134.38,0,6.01,2026-02-07 00:00:00,2026-02-07 02:00:00
FL-0224,PAL Express,Iloilo,Hong Kong,On Time,207,4.44,374.86,0,5.88,2026-02-07 04:00:00,2026-02-07 06:00:00
FL-0225,Cebu Pacific,Manila,Hong Kong,On Time,127,3.81,308.58,30,19.41,2026-02-07 08:00:00,2026-02-07 10:00:00
FL-0226,Cebu Pacific,Davao,Tokyo,On Time,215,4.1,538.87,0,13.89,2026-02-07 12:00:00,2026-02-07 14:00:00
FL-0227,Philippine Airlines,Manila,Bangkok,On Time,101,2.25,202.0,0,10.13,2026-02-07 16:00:00,2026-02-07 18:00:00
FL-0228,Cebu Pacific,Cebu,Seoul,On Time,85,7.24,513.23,30,8.81,2026-02-07 20:00:00,2026-02-07 22:00:00
FL-0229,Philippine Airlines,Davao,Singapore,Cancelled,183,4.2,378.84,0,18.4,2026-02-08 00:00:00,2026-02-08 02:00:00
FL-0230,Philippine Airlines,Cebu,Hong Kong,On Time,115,4.02,127.31,60,5.01,2026-02-08 04:00:00,2026-02-08 06:00:00
FL-0231,Cebu Pacific,Davao,Seoul,On Time,158,5.79,585.92,30,21.12,2026-02-08 08:00:00,2026-02-08 10:00:00
FL-0232,PAL Express,Clark,Bangkok,Delayed,195,4.37,356.31,0,6.58,2026-02-08 12:00:00,2026-02-08 14:00:00
FL-0233,PAL Express,Iloilo,Singapore,Delayed,136,5.71,245.44,120,8.83,2026-02-08 16:00:00,2026-02-08 18:00:00
FL-0234,PAL Express,Clark,Singapore,On Time,128,1.9,334.7,0,12.72,2026-02-08 20:00:00,2026-02-08 22:00:00
FL-0235,PAL Express,Cebu,Hong Kong,On Time,161,6.79,528.93,0,14.7,2026-02-09 00:00:00,2026-02-09 02:00:00
FL-0236,PAL Express,Iloilo,Tokyo,On Time,145,7.61,252.45,0,12.1,2026-02-09 04:00:00,2026-02-09 06:00:00
FL-0237,Cebu Pacific,Davao,Bangkok,On Time,156,5.72,196.34,0,11.41,2026-02-09 08:00:00,2026-02-09 10:00:00
FL-0238,Cebu Pacific,Iloilo,Hong Kong,Delayed,124,7.7,164.54,45,24.28,2026-02-09 12:00:00,2026-02-09 14:00:00
FL-0239,AirAsia,Manila,Bangkok,Cancelled,158,2.48,248.93,0,17.83,2026-02-09 16:00:00,2026-02-09 18:00:00
FL-0240,PAL Express,Iloilo,Tokyo,Delayed,99,4.6,490.02,0,5.47,2026-02-09 20:00:00,2026-02-09 22:00:00
FL-0241,Cebu Pacific,Manila,Tokyo,Delayed,202,5.41,335.81,0,13.6,2026-02-10 00:00:00,2026-02-10 02:00:00
FL-0242,AirAsia,Iloilo,Hong Kong,On Time,146,5.28,213.74,0,22.5,2026-02-10 04:00:00,2026-02-10 06:00:00
FL-0243,PAL Express,Manila,Tokyo,Delayed,162,4.11,183.09,0,11.03,2026-02-10 08:00:00,2026-02-10 10:00:00
FL-0244,Philippine Airlines,Cebu,Seoul,Delayed,82,3.7,266.36,0,6.89,2026-02-10 12:00:00,2026-02-10 14:00:00
FL-0245,AirAsia,Clark,Singapore,On Time,143,2.32,569.96,30,20.17,2026-02-10 16:00:00,2026-02-10 18:00:00
FL-0246,Cebu Pacific,Davao,Hong Kong,Delayed,119,4.05,271.51,0,17.12,2026-02-10 20:00:00,2026-02-10 22:00:00
FL-0247,Philippine Airlines,Iloilo,Bangkok,On Time,138,2.56,594.06,30,16.41,2026-02-11 00:00:00,2026-02-11 02:00:00
FL-0248,Philippine Airlines,Clark,Seoul,On Time,141,6.27,342.62,0,6.07,2026-02-11 04:00:00,2026-02-11 06:00:00
FL-0249,Philippine Airlines,Davao,Hong Kong,Delayed,211,2.86,189.58,15,7.81,2026-02-11 08:00:00,2026-02-11 10:00:00
FL-0250,AirAsia,Davao,Tokyo,On Time,139,1.88,545.57,15,17.45,2026-02-11 12:00:00,2026-02-11 14:00:00
FL-0251,Cebu Pacific,Manila,Tokyo,On Time,195,5.09,330.18,0,9.16,2026-02-11 16:00:00,2026-02-11 18:00:00
FL-0252,Philippine Airlines,Cebu,Tokyo,On Time,154,5.37,454.84,0,15.08,2026-02-11 20:00:00,2026-02-11 22:00:00
FL-0253,PAL Express,Cebu,Tokyo,On Time,201,7.17,591.86,30,15.9,2026-02-12 00:00:00,2026-02-12 02:00:00
FL-0254,Philippine Airlines,Clark,Bangkok,Cancelled,186,5.25,125.09,0,10.67,2026-02-12 04:00:00,2026-02-12 06:00:00
FL-0255,Philippine Airlines,Cebu,Seoul,On Time,175,3.75,148.35,60,23.97,2026-02-12 08:00:00,2026-02-12 10:00:00
FL-0256,AirAsia,Iloilo,Singapore,On Time,170,6.72,460.23,0,21.85,2026-02-12 12:00:00,2026-02-12 14:00:00
FL-0257,AirAsia,Cebu,Bangkok,Delayed,209,5.01,240.91,0,19.45,2026-02-12 16:00:00,2026-02-12 18:00:00
FL-0258,Cebu Pacific,Clark,Bangkok,On Time,141,2.02,192.15,0,6.56,2026-02-12 20:00:00,2026-02-12 22:00:00
FL-0259,PAL Express,Cebu,Singapore,On Time,128,5.18,119.68,60,7.12,2026-02-13 00:00:00,2026-02-13 02:00:00
FL-0260,AirAsia,Iloilo,Singapore,On Time,216,7.4,110.92,0,14.86,2026-02-13 04:00:00,2026-02-13 06:00:00
FL-0261,Philippine Airlines,Manila,Tokyo,Delayed,171,4.08,487.24,30,8.21,2026-02-13 08:00:00,2026-02-13 10:00:00
FL-0262,Cebu Pacific,Clark,Bangkok,On Time,203,3.43,167.22,45,24.57,2026-02-13 12:00:00,2026-02-13 14:00:00
FL-0263,Philippine Airlines,Manila,Hong Kong,On Time,140,2.43,333.86,0,8.17,2026-02-13 16:00:00,2026-02-13 18:00:00
FL-0264,Philippine Airlines,Manila,Singapore,On Time,127,2.48,402.95,0,14.75,2026-02-13 20:00:00,2026-02-13 22:00:00
FL-0265,AirAsia,Manila,Singapore,On Time,215,4.31,314.18,15,12.28,2026-02-14 00:00:00,2026-02-14 02:00:00
FL-0266,Cebu Pacific,Davao,Seoul,On Time,137,5.37,113.55,0,17.79,2026-02-14 04:00:00,2026-02-14 06:00:00
FL-0267,PAL Express,Davao,Hong Kong,On Time,180,2.02,491.75,15,7.58,2026-02-14 08:00:00,2026-02-14 10:00:00
FL-0268,PAL Express,Manila,Hong Kong,On Time,191,7.61,105.26,0,13.61,2026-02-14 12:00:00,2026-02-14 14:00:00
FL-0269,AirAsia,Clark,Singapore,Delayed,141,6.41,480.94,0,10.49,2026-02-14 16:00:00,2026-02-14 18:00:00
FL-0270,AirAsia,Iloilo,Tokyo,On Time,118,5.31,546.65,15,22.76,2026-02-14 20:00:00,2026-02-14 22:00:00
FL-0271,Cebu Pacific,Iloilo,Seoul,Delayed,137,6.88,316.42,0,5.81,2026-02-15 00:00:00,2026-02-15 02:00:00
FL-0272,PAL Express,Cebu,Hong Kong,Cancelled,178,2.02,367.77,0,23.27,2026-02-15 04:00:00,2026-02-15 06:00:00
FL-0273,PAL Express,Clark,Singapore,Delayed,123,4.6,338.49,0,21.66,2026-02-15 08:00:00,2026-02-15 10:00:00
FL-0274,PAL Express,Davao,Hong Kong,On Time,108,5.6,294.6,0,10.95,2026-02-15 12:00:00,2026-02-15 14:00:00
FL-0275,Philippine Airlines,Manila,Seoul,On Time,138,6.89,543.71,0,20.79,2026-02-15 16:00:00,2026-02-15 18:00:00
FL-0276,PAL Express,Cebu,Seoul,On Time,150,6.59,546.97,30,5.62,2026-02-15 20:00:00,2026-02-15 22:00:00
FL-0277,Philippine Airlines,Iloilo,Bangkok,On Time,171,3.3,267.91,0,24.34,2026-02-16 00:00:00,2026-02-16 02:00:00
FL-0278,Cebu Pacific,Davao,Singapore,On Time,88,7.62,407.53,0,15.53,2026-02-16 04:00:00,2026-02-16 06:00:00
FL-0279,Philippine Airlines,Davao,Seoul,Cancelled,206,2.31,563.45,0,11.07,2026-02-16 08:00:00,2026-02-16 10:00:00
FL-0280,Cebu Pacific,Manila,Bangkok,Delayed,213,7.19,581.03,0,12.25,2026-02-16 12:00:00,2026-02-16 14:00:00
FL-0281,PAL Express,Iloilo,Bangkok,On Time,210,7.81,354.48,0,6.33,2026-02-16 16:00:00,2026-02-16 18:00:00
FL-0282,PAL Express,Clark,Hong Kong,On Time,100,2.65,326.41,45,24.79,2026-02-16 20:00:00,2026-02-16 22:00:00
FL-0283,Cebu Pacific,Davao,Hong Kong,Delayed,143,6.19,239.35,15,5.79,2026-02-17 00:00:00,2026-02-17 02:00:00
FL-0284,AirAsia,Manila,Bangkok,On Time,169,1.76,579.44,0,18.1,2026-02-17 04:00:00,2026-02-17 06:00:00
FL-0285,Cebu Pacific,Clark,Hong Kong,On Time,115,4.14,171.41,0,13.85,2026-02-17 08:00:00,2026-02-17 10:00:00
FL-0286,AirAsia,Iloilo,Seoul,Delayed,141,4.86,389.91,0,23.98,2026-02-17 12:00:00,2026-02-17 14:00:00
FL-0287,Philippine Airlines,Davao,Tokyo,On Time,155,5.27,241.28,0,9.92,2026-02-17 16:00:00,2026-02-17 18:00:00
FL-0288,Philippine Airlines,Clark,Seoul,On Time,92,7.58,239.5,0,15.64,2026-02-17 20:00:00,2026-02-17 22:00:00
FL-0289,Philippine Airlines,Clark,Bangkok,On Time,90,5.87,302.48,0,14.65,2026-02-18 00:00:00,2026-02-18 02:00:00
FL-0290,PAL Express,Clark,Bangkok,Delayed,133,4.63,599.4,0,19.06,2026-02-18 04:00:00,2026-02-18 06:00:00
FL-0291,Philippine Airlines,Davao,Seoul,On Time,95,6.76,127.48,0,6.36,2026-02-18 08:00:00,2026-02-18 10:00:00
FL-0292,AirAsia,Davao,Hong Kong,On Time,87,7.68,389.27,0,8.88,2026-02-18 12:00:00,2026-02-18 14:00:00
FL-0293,Philippine Airlines,Cebu,Hong Kong,On Time,183,1.64,141.29,60,9.29,2026-02-18 16:00:00,2026-02-18 18:00:00
FL-0294,Cebu Pacific,Iloilo,Bangkok,On Time,138,7.89,177.26,0,19.76,2026-02-18 20:00:00,2026-02-18 22:00:00
FL-0295,Cebu Pacific,Manila,Singapore,On Time,136,2.06,319.78,0,8.78,2026-02-19 00:00:00,2026-02-19 02:00:00
FL-0296,PAL Express,Clark,Hong Kong,Delayed,119,6.79,355.23,0,16.47,2026-02-19 04:00:00,2026-02-19 06:00:00
FL-0297,Cebu Pacific,Cebu,Seoul,On Time,209,3.32,229.4,0,9.3,2026-02-19 08:00:00,2026-02-19 10:00:00
FL-0298,AirAsia,Manila,Hong Kong,Delayed,173,2.36,258.23,15,22.23,2026-02-19 12:00:00,2026-02-19 14:00:00
FL-0299,Philippine Airlines,Cebu,Seoul,On Time,217,4.36,143.48,0,23.84,2026-02-19 16:00:00,2026-02-19 18:00:00
FL-0300,PAL Express,Davao,Bangkok,On Time,123,5.69,251.61,0,15.37,2026-02-19 20:00:00,2026-02-19 22:00:00
FL-0301,Philippine Airlines,Clark,Hong Kong,On Time,218,3.98,583.28,0,12.05,2026-02-20 00:00:00,2026-02-20 02:00:00
FL-0302,Philippine Airlines,Manila,Seoul,On Time,159,1.85,572.35,15,9.68,2026-02-20 04:00:00,2026-02-20 06:00:00
FL-0303,AirAsia,Manila,Bangkok,On Time,160,5.4,267.44,0,6.0,2026-02-20 08:00:00,2026-02-20 10:00:00
FL-0304,Cebu Pacific,Manila,Singapore,On Time,81,7.37,385.43,0,10.37,2026-02-20 12:00:00,2026-02-20 14:00:00
FL-0305,Cebu Pacific,Manila,Seoul,On Time,219,3.99,554.8,0,18.08,2026-02-20 16:00:00,2026-02-20 18:00:00
FL-0306,Philippine Airlines,Manila,Singapore,On Time,194,2.91,103.09,0,15.67,2026-02-20 20:00:00,2026-02-20 22:00:00
FL-0307,PAL Express,Cebu,Singapore,On Time,169,4.38,505.34,0,23.88,2026-02-21 00:00:00,2026-02-21 02:00:00
FL-0308,Cebu Pacific,Clark,Tokyo,Delayed,102,1.81,574.18,0,12.93,2026-02-21 04:00:00,2026-02-21 06:00:00
FL-0309,PAL Express,Davao,Hong Kong,Cancelled,141,6.83,145.66,0,18.88,2026-02-21 08:00:00,2026-02-21 10:00:00
FL-0310,Cebu Pacific,Davao,Seoul,On Time,192,6.87,180.72,30,14.79,2026-02-21 12:00:00,2026-02-21 14:00:00
FL-0311,PAL Express,Davao,Singapore,On Time,207,5.32,580.37,0,15.25,2026-02-21 16:00:00,2026-02-21 18:00:00
FL-0312,AirAsia,Davao,Tokyo,On Time,141,3.8,368.77,0,10.36,2026-02-21 20:00:00,2026-02-21 22:00:00
FL-0313,PAL Express,Cebu,Bangkok,On Time,117,6.7,107.1,0,14.1,2026-02-22 00:00:00,2026-02-22 02:00:00
FL-0314,AirAsia,Iloilo,Seoul,On Time,140,5.11,228.82,120,14.42,2026-02-22 04:00:00,2026-02-22 06:00:00
FL-0315,AirAsia,Clark,Singapore,Delayed,208,6.87,324.97,0,19.13,2026-02-22 08:00:00,2026-02-22 10:00:00
FL-0316,PAL Express,Manila,Hong Kong,On Time,201,5.6,446.45,15,23.81,2026-02-22 12:00:00,2026-02-22 14:00:00
FL-0317,AirAsia,Iloilo,Tokyo,On Time,189,6.6,466.58,0,11.59,2026-02-22 16:00:00,2026-02-22 18:00:00
FL-0318,Philippine Airlines,Davao,Singapore,Delayed,92,5.39,597.71,0,5.84,2026-02-22 20:00:00,2026-02-22 22:00:00
FL-0319,AirAsia,Iloilo,Hong Kong,On Time,179,4.19,243.76,0,14.93,2026-02-23 00:00:00,2026-02-23 02:00:00
FL-0320,Cebu Pacific,Clark,Singapore,Delayed,214,7.73,369.11,0,15.89,2026-02-23 04:00:00,2026-02-23 06:00:00
FL-0321,PAL Express,Manila,Seoul,On Time,101,5.02,366.66,45,8.37,2026-02-23 08:00:00,2026-02-23 10:00:00
FL-0322,Philippine Airlines,Manila,Seoul,On Time,153,5.43,302.82,60,20.21,2026-02-23 12:00:00,2026-02-23 14:00:00
FL-0323,PAL Express,Clark,Seoul,On Time,211,2.93,184.58,0,24.7,2026-02-23 16:00:00,2026-02-23 18:00:00
FL-0324,Cebu Pacific,Clark,Tokyo,On Time,102,5.57,588.73,0,23.92,2026-02-23 20:00:00,2026-02-23 22:00:00
FL-0325,Cebu Pacific,Davao,Seoul,Cancelled,198,5.22,526.66,60,8.94,2026-02-24 00:00:00,2026-02-24 02:00:00
FL-0326,Cebu Pacific,Manila,Hong Kong,On Time,149,2.7,349.17,0,22.51,2026-02-24 04:00:00,2026-02-24 06:00:00
FL-0327,AirAsia,Iloilo,Singapore,Cancelled,163,1.89,401.62,0,19.09,2026-02-24 08:00:00,2026-02-24 10:00:00
FL-0328,AirAsia,Cebu,Bangkok,On Time,180,5.43,213.63,0,14.08,2026-02-24 12:00:00,2026-02-24 14:00:00
FL-0329,PAL Express,Cebu,Hong Kong,On Time,163,6.46,371.89,0,15.81,2026-02-24 16:00:00,2026-02-24 18:00:00
FL-0330,PAL Express,Clark,Hong Kong,On Time,107,4.9,447.49,0,21.99,2026-02-24 20:00:00,2026-02-24 22:00:00
FL-0331,Philippine Airlines,Davao,Seoul,On Time,215,2.97,357.58,0,14.6,2026-02-25 00:00:00,2026-02-25 02:00:00
FL-0332,Philippine Airlines,Cebu,Tokyo,Cancelled,80,5.83,595.14,0,12.46,2026-02-25 04:00:00,2026-02-25 06:00:00
FL-0333,PAL Express,Manila,Singapore,On Time,142,2.02,405.67,0,14.86,2026-02-25 08:00:00,2026-02-25 10:00:00
FL-0334,AirAsia,Clark,Tokyo,On Time,101,4.37,285.49,0,16.58,2026-02-25 12:00:00,2026-02-25 14:00:00
FL-0335,Cebu Pacific,Iloilo,Singapore,On Time,149,2.56,486.08,0,8.78,2026-02-25 16:00:00,2026-02-25 18:00:00
FL-0336,PAL Express,Clark,Singapore,On Time,204,2.7,185.23,30,23.02,2026-02-25 20:00:00,2026-02-25 22:00:00
FL-0337,Philippine Airlines,Iloilo,Tokyo,On Time,175,2.81,292.26,0,18.48,2026-02-26 00:00:00,2026-02-26 02:00:00
FL-0338,AirAsia,Clark,Hong Kong,On Time,158,4.01,273.48,0,17.67,2026-02-26 04:00:00,2026-02-26 06:00:00
FL-0339,PAL Express,Clark,Singapore,Delayed,84,1.83,315.9,45,6.99,2026-02-26 08:00:00,2026-02-26 10:00:00
FL-0340,PAL Express,Clark,Tokyo,On Time,139,4.09,490.89,45,17.08,2026-02-26 12:00:00,2026-02-26 14:00:00
FL-0341,AirAsia,Iloilo,Singapore,On Time,199,4.83,342.09,0,7.42,2026-02-26 16:00:00,2026-02-26 18:00:00
FL-0342,PAL Express,Iloilo,Bangkok,On Time,125,4.64,497.01,0,6.57,2026-02-26 20:00:00,2026-02-26 22:00:00
FL-0343,AirAsia,Clark,Hong Kong,On Time,213,3.99,388.24,15,15.55,2026-02-27 00:00:00,2026-02-27 02:00:00
FL-0344,Cebu Pacific,Cebu,Seoul,Cancelled,135,6.95,271.03,30,13.06,2026-02-27 04:00:00,2026-02-27 06:00:00
FL-0345,AirAsia,Davao,Singapore,On Time,189,2.44,504.99,60,16.78,2026-02-27 08:00:00,2026-02-27 10:00:00
FL-0346,AirAsia,Davao,Bangkok,On Time,183,4.79,219.14,45,6.78,2026-02-27 12:00:00,2026-02-27 14:00:00
FL-0347,AirAsia,Davao,Seoul,On Time,156,1.9,212.19,0,13.62,2026-02-27 16:00:00,2026-02-27 18:00:00
FL-0348,PAL Express,Iloilo,Seoul,On Time,81,1.96,352.25,0,8.5,2026-02-27 20:00:00,2026-02-27 22:00:00
FL-0349,PAL Express,Iloilo,Singapore,On Time,87,5.23,230.42,0,24.74,2026-02-28 00:00:00,2026-02-28 02:00:00
FL-0350,AirAsia,Cebu,Tokyo,Cancelled,154,5.18,104.54,0,16.22,2026-02-28 04:00:00,2026-02-28 06:00:00
FL-0351,PAL Express,Davao,Singapore,Delayed,204,7.21,424.15,0,18.75,2026-02-28 08:00:00,2026-02-28 10:00:00
FL-0352,Philippine Airlines,Davao,Bangkok,Cancelled,117,5.13,355.55,0,11.51,2026-02-28 12:00:00,2026-02-28 14:00:00
FL-0353,Philippine Airlines,Clark,Seoul,On Time,106,7.74,322.76,0,6.89,2026-02-28 16:00:00,2026-02-28 18:00:00
FL-0354,PAL Express,Iloilo,Singapore,On Time,99,1.82,583.48,15,24.52,2026-02-28 20:00:00,2026-02-28 22:00:00
FL-0355,PAL Express,Davao,Tokyo,On Time,219,2.14,385.6,0,10.73,2026-03-01 00:00:00,2026-03-01 02:00:00
FL-0356,AirAsia,Cebu,Singapore,On Time,122,1.79,531.72,0,13.48,2026-03-01 04:00:00,2026-03-01 06:00:00
FL-0357,Cebu Pacific,Cebu,Hong Kong,Delayed,110,2.7,169.73,0,18.0,2026-03-01 08:00:00,2026-03-01 10:00:00
FL-0358,PAL Express,Davao,Tokyo,On Time,170,5.02,384.6,0,5.49,2026-03-01 12:00:00,2026-03-01 14:00:00
FL-0359,Philippine Airlines,Iloilo,Bangkok,Delayed,140,5.7,533.99,15,21.21,2026-03-01 16:00:00,2026-03-01 18:00:00
FL-0360,AirAsia,Cebu,Seoul,Delayed,188,1.8,391.55,0,15.73,2026-03-01 20:00:00,2026-03-01 22:00:00
FL-0361,PAL Express,Clark,Singapore,On Time,170,7.65,459.01,120,10.56,2026-03-02 00:00:00,2026-03-02 02:00:00
FL-0362,Philippine Airlines,Cebu,Tokyo,On Time,174,6.97,286.02,0,6.23,2026-03-02 04:00:00,2026-03-02 06:00:00
FL-0363,Philippine Airlines,Manila,Hong Kong,On Time,92,3.43,146.22,0,8.25,2026-03-02 08:00:00,2026-03-02 10:00:00
FL-0364,Cebu Pacific,Manila,Tokyo,On Time,192,2.0,328.95,0,22.9,2026-03-02 12:00:00,2026-03-02 14:00:00
FL-0365,AirAsia,Iloilo,Hong Kong,Delayed,114,2.6,297.24,0,18.72,2026-03-02 16:00:00,2026-03-02 18:00:00
FL-0366,AirAsia,Davao,Bangkok,On Time,127,2.33,533.53,30,10.0,2026-03-02 20:00:00,2026-03-02 22:00:00
FL-0367,Cebu Pacific,Iloilo,Seoul,On Time,114,2.3,222.0,0,6.31,2026-03-03 00:00:00,2026-03-03 02:00:00
FL-0368,Cebu Pacific,Iloilo,Bangkok,On Time,165,4.87,583.37,45,18.81,2026-03-03 04:00:00,2026-03-03 06:00:00
FL-0369,AirAsia,Iloilo,Singapore,Cancelled,193,3.1,579.07,0,16.45,2026-03-03 08:00:00,2026-03-03 10:00:00
FL-0370,AirAsia,Iloilo,Tokyo,On Time,179,3.83,223.82,30,13.09,2026-03-03 12:00:00,2026-03-03 14:00:00
FL-0371,PAL Express,Clark,Hong Kong,Delayed,178,7.93,274.03,0,12.27,2026-03-03 16:00:00,2026-03-03 18:00:00
FL-0372,PAL Express,Clark,Hong Kong,On Time,82,5.95,547.78,45,9.34,2026-03-03 20:00:00,2026-03-03 22:00:00
FL-0373,Cebu Pacific,Cebu,Tokyo,Delayed,164,7.67,583.31,0,18.39,2026-03-04 00:00:00,2026-03-04 02:00:00
FL-0374,PAL Express,Manila,Tokyo,Delayed,204,2.43,321.72,0,24.41,2026-03-04 04:00:00,2026-03-04 06:00:00
FL-0375,Philippine Airlines,Iloilo,Singapore,On Time,217,3.98,260.5,0,8.51,2026-03-04 08:00:00,2026-03-04 10:00:00
FL-0376,PAL Express,Cebu,Bangkok,On Time,162,5.11,363.05,60,16.94,2026-03-04 12:00:00,2026-03-04 14:00:00
FL-0377,PAL Express,Manila,Hong Kong,Delayed,104,2.0,443.88,0,13.48,2026-03-04 16:00:00,2026-03-04 18:00:00
FL-0378,Philippine Airlines,Davao,Singapore,On Time,147,1.53,236.74,0,13.93,2026-03-04 20:00:00,2026-03-04 22:00:00
FL-0379,Cebu Pacific,Clark,Bangkok,Delayed,140,5.86,468.24,30,10.08,2026-03-05 00:00:00,2026-03-05 02:00:00
FL-0380,Philippine Airlines,Manila,Singapore,On Time,108,5.67,125.83,0,21.5,2026-03-05 04:00:00,2026-03-05 06:00:00
FL-0381,PAL Express,Davao,Hong Kong,Delayed,206,4.17,124.65,0,14.71,2026-03-05 08:00:00,2026-03-05 10:00:00
FL-0382,Cebu Pacific,Manila,Tokyo,Delayed,98,4.68,293.14,0,15.87,2026-03-05 12:00:00,2026-03-05 14:00:00
FL-0383,PAL Express,Clark,Tokyo,Cancelled,153,4.2,276.74,0,11.1,2026-03-05 16:00:00,2026-03-05 18:00:00
FL-0384,Philippine Airlines,Clark,Bangkok,On Time,140,1.66,257.82,45,8.64,2026-03-05 20:00:00,2026-03-05 22:00:00
FL-0385,Philippine Airlines,Cebu,Seoul,On Time,99,3.68,345.51,15,6.72,2026-03-06 00:00:00,2026-03-06 02:00:00
FL-0386,PAL Express,Iloilo,Bangkok,On Time,127,2.65,260.37,0,19.28,2026-03-06 04:00:00,2026-03-06 06:00:00
FL-0387,AirAsia,Manila,Seoul,On Time,166,2.14,196.13,120,8.92,2026-03-06 08:00:00,2026-03-06 10:00:00
FL-0388,AirAsia,Manila,Singapore,On Time,218,7.72,254.73,0,18.8,2026-03-06 12:00:00,2026-03-06 14:00:00
FL-0389,Philippine Airlines,Davao,Singapore,On Time,189,5.4,587.45,0,12.81,2026-03-06 16:00:00,2026-03-06 18:00:00
FL-0390,Philippine Airlines,Clark,Hong Kong,Delayed,107,6.24,305.56,0,13.32,2026-03-06 20:00:00,2026-03-06 22:00:00
FL-0391,AirAsia,Manila,Seoul,On Time,138,3.55,322.36,0,14.38,2026-03-07 00:00:00,2026-03-07 02:00:00
FL-0392,AirAsia,Clark,Hong Kong,On Time,212,4.06,388.27,0,12.35,2026-03-07 04:00:00,2026-03-07 06:00:00
FL-0393,PAL Express,Manila,Tokyo,On Time,130,3.04,591.67,60,7.01,2026-03-07 08:00:00,2026-03-07 10:00:00
FL-0394,PAL Express,Cebu,Seoul,On Time,91,2.13,220.8,15,11.19,2026-03-07 12:00:00,2026-03-07 14:00:00
FL-0395,AirAsia,Iloilo,Bangkok,On Time,129,2.66,440.64,0,18.27,2026-03-07 16:00:00,2026-03-07 18:00:00
